#[1] vessel name;[2] first node;[3] second node;[4] length [cm];[5] inlet radius [cm];[6] outlet radius [cm];[7] vessel type (1 artery, 0 vein);[8] vessel region;[9] perforator (1 yes, -1 no);[10] total resistance;[11] total compliance;[12] vascular territory;[13] first connection;[14] second connection;;[15] input vessels;[16] output vessels
A_anterior_spinal_C_3936;3635;3626;0.102197272957;0.029489;0.029489;1;44;-1;-;-;-;-;-;;['A_anterior_spinal_C_3935'];['A_anterior_spinal_C_3937']
A_anterior_spinal_C_3937;3626;3636;2.73221120045;0.029489;0.029489;1;44;-1;-;-;-;-;-;;['A_anterior_segmental_medullary_C4_R_3925', 'A_anterior_spinal_C_3936'];['A_anterior_spinal_C_3938', 'P_intramedullary_C_11_ORG28_T11_C_4008']
A_anterior_spinal_C_3938;3636;3629;0.115082584179;0.029489;0.029489;1;44;-1;-;-;-;-;-;;['A_anterior_spinal_C_3937'];['A_anterior_spinal_C_3939']
A_anterior_spinal_C_3939;3629;3637;7.70860505037;0.029489;0.029489;1;44;-1;-;-;-;-;-;;['A_anterior_segmental_medullary_C6_L_3928', 'A_anterior_spinal_C_3938'];['A_anterior_spinal_C_3940', 'P_intramedullary_T_13_ORG29_T13_C_4029']
A_anterior_spinal_C_3940;3637;3610;0.176815575891;0.029489;0.029489;1;44;-1;-;-;-;-;-;;['A_anterior_spinal_C_3939'];['A_anterior_spinal_C_3941']
A_anterior_spinal_C_3941;3610;3638;8.46406839012;0.029489;0.029489;1;44;-1;-;-;-;-;-;;['A_anterior_segmental_medullar_T4_L_3903', 'A_anterior_spinal_C_3940'];['A_anterior_spinal_C_3942', 'P_intramedullary_T_14_ORG29_T14_C_4030']
A_anterior_spinal_C_3942;3638;3598;0.0529434102599;0.029489;0.029489;1;44;-1;-;-;-;-;-;;['A_anterior_spinal_C_3941'];['A_anterior_spinal_C_3943']
A_anterior_spinal_C_3943;3598;3639;4.90031945899;0.029489;0.029489;1;44;-1;-;-;-;-;-;;['A_anterior_segmental_medullar_T8_L_3891', 'A_anterior_spinal_C_3942'];['A_anterior_spinal_C_3944', 'P_intramedullary_T_15_ORG29_T15_C_4031']
A_anterior_spinal_C_3944;3639;3556;0.0680149113628;0.029489;0.029489;1;44;-1;-;-;-;-;-;;['A_anterior_spinal_C_3943'];['A_anterior_spinal_C_3945']
A_anterior_spinal_C_3945;3556;3640;2.72566253119;0.029489;0.029489;1;44;-1;-;-;-;-;-;;['A_anterior_segmental_medullar_T10_R_3849', 'A_anterior_spinal_C_3944'];['A_anterior_spinal_C_3946', 'P_intramedullary_T_16_ORG29_T16_C_4032']
A_anterior_spinal_C_3946;3640;3589;0.0636626957537;0.029489;0.029489;1;44;-1;-;-;-;-;-;;['A_anterior_spinal_C_3945'];['A_anterior_spinal_C_3947']
A_anterior_spinal_C_3947;3589;3641;4.0655758337;0.029489;0.029489;1;44;-1;-;-;-;-;-;;['A_Adamkiewicz_L_3882', 'A_anterior_spinal_C_3946'];['A_anterior_spinal_C_3948', 'P_intramedullary_L_8_ORG30_T8_C_4024']
A_anterior_spinal_C_3948;3641;3548;0.0868067765587;0.029489;0.029489;1;44;-1;-;-;-;-;-;;['A_anterior_spinal_C_3947'];['A_anterior_spinal_C_3949']
A_anterior_spinal_C_3949;3548;3642;0.234953805841;0.029489;0.029489;1;44;-1;-;-;-;-;-;;['A_anterior_segmental_medullar_L1_L_3842', 'A_anterior_spinal_C_3948'];[]
A_posterior_spinal_R_3950;2351;3643;5.42506490558;0.021689;0.021689;1;44;-1;-;-;-;-;-;;['A_vertebral_R_2518'];['A_posterior_spinal_R_3951', 'P_intramedullary_C_1_ORG28_T1_R_4006']
A_posterior_spinal_R_3951;3643;3623;0.178799717194;0.021689;0.021689;1;44;-1;-;-;-;-;-;;['A_posterior_spinal_R_3950'];['A_posterior_spinal_R_3952']
A_posterior_spinal_R_3952;3623;3644;2.88110486981;0.021689;0.021689;1;44;-1;-;-;-;-;-;;['A_posterior_segmental_medullary_C3_R_3919', 'A_posterior_spinal_R_3951'];['A_posterior_spinal_R_3953', 'P_intramedullary_C_2_ORG28_T2_R_4009']
A_posterior_spinal_R_3953;3644;3627;0.166014508657;0.021689;0.021689;1;44;-1;-;-;-;-;-;;['A_posterior_spinal_R_3952'];['A_posterior_spinal_R_3954']
A_posterior_spinal_R_3954;3627;3645;1.6655121713;0.021689;0.021689;1;44;-1;-;-;-;-;-;;['A_posterior_segmental_medullary_C5_R_3926', 'A_posterior_spinal_R_3953'];['A_posterior_spinal_R_3955', 'P_intramedullary_C_3_ORG28_T3_R_4010']
A_posterior_spinal_R_3955;3645;3630;0.157953676411;0.021689;0.021689;1;44;-1;-;-;-;-;-;;['A_posterior_spinal_R_3954'];['A_posterior_spinal_R_3956']
A_posterior_spinal_R_3956;3630;3646;3.58479967117;0.021689;0.021689;1;44;-1;-;-;-;-;-;;['A_posterior_segmental_medullary_C6_R_3929', 'A_posterior_spinal_R_3955'];['A_posterior_spinal_R_3957', 'P_intramedullary_T_1_ORG29_T1_R_4025']
A_posterior_spinal_R_3957;3646;3581;0.142528987654;0.021689;0.021689;1;44;-1;-;-;-;-;-;;['A_posterior_spinal_R_3956'];['A_posterior_spinal_R_3958']
A_posterior_spinal_R_3958;3581;3647;3.98172049912;0.021689;0.021689;1;44;-1;-;-;-;-;-;;['A_posterior_segmental_medullar_T2_R_3875', 'A_posterior_spinal_R_3957'];['A_posterior_spinal_R_3959', 'P_intramedullary_T_2_ORG29_T2_R_4033']
A_posterior_spinal_R_3959;3647;3575;0.178796131501;0.021689;0.021689;1;44;-1;-;-;-;-;-;;['A_posterior_spinal_R_3958'];['A_posterior_spinal_R_3960']
A_posterior_spinal_R_3960;3575;3648;1.73443611497;0.021689;0.021689;1;44;-1;-;-;-;-;-;;['A_posterior_segmental_medullar_T4_R_3869', 'A_posterior_spinal_R_3959'];['A_posterior_spinal_R_3961', 'P_intramedullary_T_3_ORG29_T3_R_4034']
A_posterior_spinal_R_3961;3648;3572;0.206626014099;0.021689;0.021689;1;44;-1;-;-;-;-;-;;['A_posterior_spinal_R_3960'];['A_posterior_spinal_R_3962']
A_posterior_spinal_R_3962;3572;3649;4.02795942204;0.021689;0.021689;1;44;-1;-;-;-;-;-;;['A_posterior_segmental_medullar_T5_R_3866', 'A_posterior_spinal_R_3961'];['A_posterior_spinal_R_3963', 'P_intramedullary_T_4_ORG29_T4_R_4035']
A_posterior_spinal_R_3963;3649;3566;0.20299826885;0.021689;0.021689;1;44;-1;-;-;-;-;-;;['A_posterior_spinal_R_3962'];['A_posterior_spinal_R_3964']
A_posterior_spinal_R_3964;3566;3650;2.21013684109;0.021689;0.021689;1;44;-1;-;-;-;-;-;;['A_posterior_segmental_medullar_T7_R_3860', 'A_posterior_spinal_R_3963'];['A_posterior_spinal_R_3965', 'P_intramedullary_T_5_ORG29_T5_R_4036']
A_posterior_spinal_R_3965;3650;3563;0.133116856536;0.021689;0.021689;1;44;-1;-;-;-;-;-;;['A_posterior_spinal_R_3964'];['A_posterior_spinal_R_3966']
A_posterior_spinal_R_3966;3563;3651;7.55389352194;0.021689;0.021689;1;44;-1;-;-;-;-;-;;['A_posterior_segmental_medullar_T8_R_3857', 'A_posterior_spinal_R_3965'];['A_posterior_spinal_R_3967', 'P_intramedullary_T_6_ORG29_T6_R_4037']
A_posterior_spinal_R_3967;3651;3554;0.2037349361;0.021689;0.021689;1;44;-1;-;-;-;-;-;;['A_posterior_spinal_R_3966'];['A_posterior_spinal_R_3968']
A_posterior_spinal_R_3968;3554;3652;3.12943310156;0.021689;0.021689;1;44;-1;-;-;-;-;-;;['A_posterior_segmental_medullar_T11_R_3848', 'A_posterior_spinal_R_3967'];['A_posterior_spinal_R_3969', 'P_intramedullary_L_1_ORG30_T1_R_4017']
A_posterior_spinal_R_3969;3652;3547;0.0846082539483;0.021689;0.021689;1;44;-1;-;-;-;-;-;;['A_posterior_spinal_R_3968'];['A_posterior_spinal_R_3970']
A_posterior_spinal_R_3970;3547;3653;0.424499419616;0.021689;0.021689;1;44;-1;-;-;-;-;-;;['A_posterior_segmental_medullar_L2_R_3841', 'A_posterior_spinal_R_3969'];['A_posterior_spinal_R_3971', 'P_intramedullary_L_2_ORG30_T2_R_4018']
A_posterior_spinal_R_3971;3653;3545;0.0895994392183;0.021689;0.021689;1;44;-1;-;-;-;-;-;;['A_posterior_spinal_R_3970'];['A_posterior_spinal_R_3972']
A_posterior_spinal_R_3972;3545;3654;0.282927084283;0.021689;0.021689;1;44;-1;-;-;-;-;-;;['A_lateral_sacral_spinal_branch_1_R_3839', 'A_posterior_spinal_R_3971'];['A_posterior_spinal_R_3973', 'P_intramedullary_L_3_ORG30_T3_R_4019']
A_posterior_spinal_R_3973;3654;3544;0.0514854047522;0.021689;0.021689;1;44;-1;-;-;-;-;-;;['A_posterior_spinal_R_3972'];['A_posterior_spinal_R_3974']
A_posterior_spinal_R_3974;3544;3655;0.232452070981;0.021689;0.021689;1;44;-1;-;-;-;-;-;;['A_lateral_sacral_spinal_branch_3_R_3838', 'A_posterior_spinal_R_3973'];['A_posterior_spinal_R_3975', 'P_intramedullary_L_4_ORG30_T4_R_4020']
A_posterior_spinal_R_3975;3655;3543;0.0332067008285;0.021689;0.021689;1;44;-1;-;-;-;-;-;;['A_posterior_spinal_R_3974'];['A_posterior_spinal_R_3976']
A_posterior_spinal_R_3976;3543;3642;0.258265798774;0.021689;0.021689;1;44;-1;-;-;-;-;-;;['A_desproges_gotteron_R_3837', 'A_posterior_spinal_R_3975'];[]
A_posterior_spinal_L_3977;2344;3656;3.93516709929;0.021689;0.021689;1;44;-1;-;-;-;-;-;;['A_vertebral_L_2509'];['A_posterior_spinal_L_3978', 'P_intramedullary_C_4_ORG28_T4_L_4011']
A_posterior_spinal_L_3978;3656;3621;0.099491403884;0.021689;0.021689;1;44;-1;-;-;-;-;-;;['A_posterior_spinal_L_3977'];['A_posterior_spinal_L_3979']
A_posterior_spinal_L_3979;3621;3657;1.40556026626;0.021689;0.021689;1;44;-1;-;-;-;-;-;;['A_posterior_segmental_medullary_C2_L_3915', 'A_posterior_spinal_L_3978'];['A_posterior_spinal_L_3980', 'P_intramedullary_C_5_ORG28_T5_L_4012']
A_posterior_spinal_L_3980;3657;3624;0.0968406822351;0.021689;0.021689;1;44;-1;-;-;-;-;-;;['A_posterior_spinal_L_3979'];['A_posterior_spinal_L_3981']
A_posterior_spinal_L_3981;3624;3658;2.95563862166;0.021689;0.021689;1;44;-1;-;-;-;-;-;;['A_posterior_segmental_medullary_C3_L_3921', 'A_posterior_spinal_L_3980'];['A_posterior_spinal_L_3982', 'P_intramedullary_C_6_ORG28_T6_L_4013']
A_posterior_spinal_L_3982;3658;3628;0.0964078385234;0.021689;0.021689;1;44;-1;-;-;-;-;-;;['A_posterior_spinal_L_3981'];['A_posterior_spinal_L_3983']
A_posterior_spinal_L_3983;3628;3659;3.01704857547;0.021689;0.021689;1;44;-1;-;-;-;-;-;;['A_posterior_segmental_medullary_C5_L_3927', 'A_posterior_spinal_L_3982'];['A_posterior_spinal_L_3984', 'P_intramedullary_C_7_ORG28_T7_L_4014']
A_posterior_spinal_L_3984;3659;3631;0.0881617682512;0.021689;0.021689;1;44;-1;-;-;-;-;-;;['A_posterior_spinal_L_3983'];['A_posterior_spinal_L_3985']
A_posterior_spinal_L_3985;3631;3660;0.454265984078;0.021689;0.021689;1;44;-1;-;-;-;-;-;;['A_posterior_segmental_medullary_C7_L_3930', 'A_posterior_spinal_L_3984'];['A_posterior_spinal_L_3986', 'P_intramedullary_T_7_ORG29_T7_L_4038']
A_posterior_spinal_L_3986;3660;3620;0.0919285429145;0.021689;0.021689;1;44;-1;-;-;-;-;-;;['A_posterior_spinal_L_3985'];['A_posterior_spinal_L_3987']
A_posterior_spinal_L_3987;3620;3661;3.76697427936;0.021689;0.021689;1;44;-1;-;-;-;-;-;;['A_posterior_segmental_medullar_T1_L_3914', 'A_posterior_spinal_L_3986'];['A_posterior_spinal_L_3988', 'P_intramedullary_T_8_ORG29_T8_L_4039']
A_posterior_spinal_L_3988;3661;3614;0.113216332874;0.021689;0.021689;1;44;-1;-;-;-;-;-;;['A_posterior_spinal_L_3987'];['A_posterior_spinal_L_3989']
A_posterior_spinal_L_3989;3614;3662;3.99681421752;0.021689;0.021689;1;44;-1;-;-;-;-;-;;['A_posterior_segmental_medullar_T3_L_3908', 'A_posterior_spinal_L_3988'];['A_posterior_spinal_L_3990', 'P_intramedullary_T_9_ORG29_T9_L_4040']
A_posterior_spinal_L_3990;3662;3608;0.110433877248;0.021689;0.021689;1;44;-1;-;-;-;-;-;;['A_posterior_spinal_L_3989'];['A_posterior_spinal_L_3991']
A_posterior_spinal_L_3991;3608;3663;1.85766571602;0.021689;0.021689;1;44;-1;-;-;-;-;-;;['A_posterior_segmental_medullar_T5_L_3902', 'A_posterior_spinal_L_3990'];['A_posterior_spinal_L_3992', 'P_intramedullary_T_10_ORG29_T10_L_4026']
A_posterior_spinal_L_3992;3663;3605;0.115581204173;0.021689;0.021689;1;44;-1;-;-;-;-;-;;['A_posterior_spinal_L_3991'];['A_posterior_spinal_L_3993']
A_posterior_spinal_L_3993;3605;3664;6.99922750602;0.021689;0.021689;1;44;-1;-;-;-;-;-;;['A_posterior_segmental_medullar_T6_L_3899', 'A_posterior_spinal_L_3992'];['A_posterior_spinal_L_3994', 'P_intramedullary_T_11_ORG29_T11_L_4027']
A_posterior_spinal_L_3994;3664;3596;0.0900077073539;0.021689;0.021689;1;44;-1;-;-;-;-;-;;['A_posterior_spinal_L_3993'];['A_posterior_spinal_L_3995']
A_posterior_spinal_L_3995;3596;3665;8.14752594084;0.021689;0.021689;1;44;-1;-;-;-;-;-;;['A_posterior_segmental_medullar_T9_L_3890', 'A_posterior_spinal_L_3994'];['A_posterior_spinal_L_3996', 'P_intramedullary_T_12_ORG29_T12_L_4028']
A_posterior_spinal_L_3996;3665;3587;0.102471076881;0.021689;0.021689;1;44;-1;-;-;-;-;-;;['A_posterior_spinal_L_3995'];['A_posterior_spinal_L_3997']
A_posterior_spinal_L_3997;3587;3666;0.126343097476;0.021689;0.021689;1;44;-1;-;-;-;-;-;;['A_posterior_segmental_medullar_T12_L_3881', 'A_posterior_spinal_L_3996'];['A_posterior_spinal_L_3998', 'P_intramedullary_L_5_ORG30_T5_L_4021']
A_posterior_spinal_L_3998;3666;3546;0.114211818267;0.021689;0.021689;1;44;-1;-;-;-;-;-;;['A_posterior_spinal_L_3997'];['A_posterior_spinal_L_3999']
A_posterior_spinal_L_3999;3546;3667;0.439942430116;0.021689;0.021689;1;44;-1;-;-;-;-;-;;['A_posterior_segmental_medullar_L2_L_3840', 'A_posterior_spinal_L_3998'];['A_posterior_spinal_L_4000', 'P_intramedullary_L_6_ORG30_T6_L_4022']
A_posterior_spinal_L_4000;3667;3541;0.0715904993006;0.021689;0.021689;1;44;-1;-;-;-;-;-;;['A_posterior_spinal_L_3999'];['A_posterior_spinal_L_4001']
A_posterior_spinal_L_4001;3541;3668;0.279625265161;0.021689;0.021689;1;44;-1;-;-;-;-;-;;['A_lateral_sacral_spinal_branch_1_L_3835', 'A_posterior_spinal_L_4000'];['A_posterior_spinal_L_4002', 'P_intramedullary_L_7_ORG30_T7_L_4023']
A_posterior_spinal_L_4002;3668;3542;0.0572132524062;0.021689;0.021689;1;44;-1;-;-;-;-;-;;['A_posterior_spinal_L_4001'];['A_posterior_spinal_L_4003']
A_posterior_spinal_L_4003;3542;3642;0.513418870968;0.021689;0.021689;1;44;-1;-;-;-;-;-;;['A_lateral_sacral_spinal_branch_3_L_3836', 'A_posterior_spinal_L_4002'];[]
A_anterior_spinal_anastomotic_branch_L_4004;2345;3632;0.429715490464;0.029489;0.029489;1;44;-1;-;-;-;-;-;;['A_vertebral_L_2511'];['A_anterior_spinal_C_3931', 'A_anterior_spinal_anastomotic_branch_R_4005']
A_anterior_spinal_anastomotic_branch_R_4005;3632;2353;0.48473128947;0.029489;0.029489;1;44;-1;-;-;-;-;-;;['A_anterior_spinal_anastomotic_branch_L_4004'];['A_vertebral_R_2521']
P_intramedullary_C_1_ORG28_T1_R_4006;3643;3669;0.328557561451;0.021689;0.021689;1;45;1;47932057.5720487;1.505132e-09;15;53;-;;['A_posterior_spinal_R_3950'];[]
P_intramedullary_C_10_ORG28_T10_C_4007;3635;3670;0.26325176544;0.021689;0.021689;1;45;1;9129915.72800286;7.901945e-09;15;53;-;;['A_anterior_spinal_C_3935'];[]
P_intramedullary_C_11_ORG28_T11_C_4008;3636;3671;0.281944359546;0.021689;0.021689;1;45;1;9129915.72800286;7.901945e-09;15;53;-;;['A_anterior_spinal_C_3937'];[]
P_intramedullary_C_2_ORG28_T2_R_4009;3644;3672;0.33461185123;0.021689;0.021689;1;45;1;47932057.5720487;1.505132e-09;15;53;-;;['A_posterior_spinal_R_3952'];[]
P_intramedullary_C_3_ORG28_T3_R_4010;3645;3673;0.332221577288;0.021689;0.021689;1;45;1;47932057.5720487;1.505132e-09;15;53;-;;['A_posterior_spinal_R_3954'];[]
P_intramedullary_C_4_ORG28_T4_L_4011;3656;3674;0.332317059772;0.021689;0.021689;1;45;1;47932057.5720487;1.505132e-09;15;53;-;;['A_posterior_spinal_L_3977'];[]
P_intramedullary_C_5_ORG28_T5_L_4012;3657;3675;0.306876111949;0.021689;0.021689;1;45;1;47932057.5720487;1.505132e-09;15;53;-;;['A_posterior_spinal_L_3979'];[]
P_intramedullary_C_6_ORG28_T6_L_4013;3658;3676;0.301005212222;0.021689;0.021689;1;45;1;47932057.5720487;1.505132e-09;15;53;-;;['A_posterior_spinal_L_3981'];[]
P_intramedullary_C_7_ORG28_T7_L_4014;3659;3677;0.256805519798;0.021689;0.021689;1;45;1;47932057.5720487;1.505132e-09;15;53;-;;['A_posterior_spinal_L_3983'];[]
P_intramedullary_C_8_ORG28_T8_C_4015;3633;3678;0.3067959045;0.021689;0.021689;1;45;1;9129915.72800286;7.901945e-09;15;53;-;;['A_anterior_spinal_C_3931'];[]
P_intramedullary_C_9_ORG28_T9_C_4016;3634;3679;0.240345402197;0.021689;0.021689;1;45;1;9129915.72800286;7.901945e-09;15;53;-;;['A_anterior_spinal_C_3933'];[]
P_intramedullary_L_1_ORG30_T1_R_4017;3652;3680;0.218402487351;0.021689;0.021689;1;47;1;201314636.642971;3.58365e-10;15;53;-;;['A_posterior_spinal_R_3968'];[]
P_intramedullary_L_2_ORG30_T2_R_4018;3653;3681;0.308026628057;0.021689;0.021689;1;47;1;201314636.642971;3.58365e-10;15;53;-;;['A_posterior_spinal_R_3970'];[]
P_intramedullary_L_3_ORG30_T3_R_4019;3654;3682;0.250198342543;0.021689;0.021689;1;47;1;201314636.642971;3.58365e-10;15;53;-;;['A_posterior_spinal_R_3972'];[]
P_intramedullary_L_4_ORG30_T4_R_4020;3655;3683;0.213589413062;0.021689;0.021689;1;47;1;201314636.642971;3.58365e-10;15;53;-;;['A_posterior_spinal_R_3974'];[]
P_intramedullary_L_5_ORG30_T5_L_4021;3666;3684;0.240556812484;0.021689;0.021689;1;47;1;201314636.642971;3.58365e-10;15;53;-;;['A_posterior_spinal_L_3997'];[]
P_intramedullary_L_6_ORG30_T6_L_4022;3667;3685;0.296210623642;0.021689;0.021689;1;47;1;201314636.642971;3.58365e-10;15;53;-;;['A_posterior_spinal_L_3999'];[]
P_intramedullary_L_7_ORG30_T7_L_4023;3668;3686;0.240435539944;0.021689;0.021689;1;47;1;201314636.642971;3.58365e-10;15;53;-;;['A_posterior_spinal_L_4001'];[]
P_intramedullary_L_8_ORG30_T8_C_4024;3641;3687;0.217744927917;0.021689;0.021689;1;47;1;9586411.26873175;7.525662e-09;15;53;-;;['A_anterior_spinal_C_3947'];[]
P_intramedullary_T_1_ORG29_T1_R_4025;3646;3688;0.304342958227;0.021689;0.021689;1;46;1;345110805.674397;2.09046e-10;15;53;-;;['A_posterior_spinal_R_3956'];[]
P_intramedullary_T_10_ORG29_T10_L_4026;3663;3689;0.303448085648;0.021689;0.021689;1;46;1;345110805.674397;2.09046e-10;15;53;-;;['A_posterior_spinal_L_3991'];[]
P_intramedullary_T_11_ORG29_T11_L_4027;3664;3690;0.253489058147;0.021689;0.021689;1;46;1;345110805.674397;2.09046e-10;15;53;-;;['A_posterior_spinal_L_3993'];[]
P_intramedullary_T_12_ORG29_T12_L_4028;3665;3691;0.364475914283;0.021689;0.021689;1;46;1;345110805.674397;2.09046e-10;15;53;-;;['A_posterior_spinal_L_3995'];[]
P_intramedullary_T_13_ORG29_T13_C_4029;3637;3692;0.31444128207;0.021689;0.021689;1;46;1;38345645.0749;1.881415e-09;15;53;-;;['A_anterior_spinal_C_3939'];[]
P_intramedullary_T_14_ORG29_T14_C_4030;3638;3693;0.283770323011;0.021689;0.021689;1;46;1;38345645.0749;1.881415e-09;15;53;-;;['A_anterior_spinal_C_3941'];[]
P_intramedullary_T_15_ORG29_T15_C_4031;3639;3694;0.31808052117;0.021689;0.021689;1;46;1;38345645.0749;1.881415e-09;15;53;-;;['A_anterior_spinal_C_3943'];[]
P_intramedullary_T_16_ORG29_T16_C_4032;3640;3695;0.264529470849;0.021689;0.021689;1;46;1;38345645.0749;1.881415e-09;15;53;-;;['A_anterior_spinal_C_3945'];[]
P_intramedullary_T_2_ORG29_T2_R_4033;3647;3696;0.363207630932;0.021689;0.021689;1;46;1;345110805.674397;2.09046e-10;15;53;-;;['A_posterior_spinal_R_3958'];[]
P_intramedullary_T_3_ORG29_T3_R_4034;3648;3697;0.338016865692;0.021689;0.021689;1;46;1;345110805.674397;2.09046e-10;15;53;-;;['A_posterior_spinal_R_3960'];[]
P_intramedullary_T_4_ORG29_T4_R_4035;3649;3698;0.369135175057;0.021689;0.021689;1;46;1;345110805.674397;2.09046e-10;15;53;-;;['A_posterior_spinal_R_3962'];[]
P_intramedullary_T_5_ORG29_T5_R_4036;3650;3699;0.333197791706;0.021689;0.021689;1;46;1;345110805.674397;2.09046e-10;15;53;-;;['A_posterior_spinal_R_3964'];[]
P_intramedullary_T_6_ORG29_T6_R_4037;3651;3700;0.317463697649;0.021689;0.021689;1;46;1;345110805.674397;2.09046e-10;15;53;-;;['A_posterior_spinal_R_3966'];[]
P_intramedullary_T_7_ORG29_T7_L_4038;3660;3701;0.356198598397;0.021689;0.021689;1;46;1;345110805.674397;2.09046e-10;15;53;-;;['A_posterior_spinal_L_3985'];[]
P_intramedullary_T_8_ORG29_T8_L_4039;3661;3702;0.303119582714;0.021689;0.021689;1;46;1;345110805.674397;2.09046e-10;15;53;-;;['A_posterior_spinal_L_3987'];[]
P_intramedullary_T_9_ORG29_T9_L_4040;3662;3703;0.288756192389;0.021689;0.021689;1;46;1;345110805.674397;2.09046e-10;15;53;-;;['A_posterior_spinal_L_3989'];[]
V_anterior_retromandibular_vein_L_4041;3704;3705;2.83279797747;0.1425;0.1425;0;9;-1;-;-;-;-;-;;['V_common_facial_vein_L_4048'];['V_posterior_retromandibular_vein_L_4066', 'V_retromandibular_vein_L_4068']
V_basilar_plexus_1_L_4042;3706;3993;0.0877903730088;0.08;0.08;0;7;-1;-;-;-;-;-;;['V_marginal_sinus_L_4061'];['V_basilar_plexus_1_L_4042']
V_basilar_plexus_1_L_4043;3707;3994;1.25533820556;0.08;0.08;0;3;-1;-;-;-;-;-;;['V_basilar_plexus_1_L_4042'];['V_basilar_plexus_1_L_4043']
V_basilar_plexus_2_C_4044;3707;3709;1.37800955238;0.08;0.08;0;3;-1;-;-;-;-;-;;['V_basilar_plexus_1_L_4042'];['V_basilar_plexus_1_R_4186']
V_cavernous_sinus_1_L_4045;3708;3710;0.146233120186;0.27;0.27;0;7;-1;-;-;-;-;-;;['V_inferior_petrosal_sinus_L_4055', 'V_superior_petrosal_sinus_L_4075', 'V_basilar_plexus_1_L_4043'];['V_cavernous_sinus_1_L_4046']
V_cavernous_sinus_1_L_4046;3710;3711;0.86059461946;0.27;0.27;0;7;-1;-;-;-;-;-;;['V_cavernous_sinus_1_L_4045', 'V_posterior_intercavernous_sinus_C_4204'];['V_cavernous_sinus_1_L_4047']
V_cavernous_sinus_1_L_4047;3711;3712;0.168639864593;0.27;0.27;0;7;-1;-;-;-;-;-;;['V_cavernous_sinus_1_L_4046', 'V_anterior_intercavernous_sinus_C_4183'];['V_sphenoparietal_sinus_L_4070', 'VT_superior_ophtalmic_vein_L_VAL00_T7_L_4117']
V_common_facial_vein_L_4048;3713;3704;1.24749294605;0.1475;0.1475;0;9;-1;-;-;-;-;-;;['V_internal_jugular_vein_L_4058'];['V_anterior_retromandibular_vein_L_4041', 'VT_facial_vein_L_VAL00_T6_L_4093']
V_confluence_of_sinuses_C_4049;3714;3715;0.275620234961;0.3;0.3;0;7;-1;-;-;-;-;-;;['V_transverse_sinus_L_4080'];['V_confluence_of_sinuses_C_4050']
V_confluence_of_sinuses_C_4050;3715;3716;0.150193126095;0.3;0.3;0;7;-1;-;-;-;-;-;;['V_confluence_of_sinuses_C_4049', 'V_occipital_emissary_vein_L_4063'];['V_confluence_of_sinuses_C_4051']
V_confluence_of_sinuses_C_4051;3716;3717;0.316022956579;0.3;0.3;0;7;-1;-;-;-;-;-;;['V_confluence_of_sinuses_C_4050', 'V_occipital_emissary_vein_R_4202'];['V_transverse_sinus_R_4219']
V_deep_cervical_vein_L_4052;3718;3719;12.7850727792;0.16;0.16;0;10;-1;-;-;-;-;-;;['V_vertebral_vein_L_4086'];['V_suboccipital_sinus_L_4073']
V_deep_facial_vein_L_4053;3720;3721;3.14958543015;0.05;0.05;0;9;-1;-;-;-;-;-;;['VT_facial_vein_L_VAL00_T6_L_4093'];['V_pterygoid_plexus_L_4067']
V_external_jugular_vein_L_4054;3722;3965;4.062059061;0.225;0.225;0;10;-1;-;-;-;-;-;;['V_subclavian_vein_L_4282'];['V_external_jugular_vein_L_4054']
V_inferior_petrosal_sinus_L_4055;3724;3708;3.88872701397;0.079;0.079;0;7;-1;-;-;-;-;-;;['V_internal_jugular_vein_L_4059', 'V_lateral_anterior_condylar_vein_L_4060'];['V_cavernous_sinus_1_L_4045']
V_internal_jugular_vein_L_4056;3725;3963;1.499596821333;0.5;0.4867333548617;0;10;-1;-;-;-;-;-;;['V_brachiocephalic_vein_L_4290'];['V_internal_jugular_vein_L_4056']
V_internal_jugular_vein_L_4057;3726;3727;4.50064877015;0.455777849539;0.415961474046;0;10;-1;-;-;-;-;-;;['V_internal_jugular_vein_L_4056'];['V_internal_jugular_vein_L_4058', 'VT_superior_thyroid_vein_L_VAL00_T3_L_4137']
V_internal_jugular_vein_L_4058;3727;3713;2.20228610707;0.415961474046;0.396478271721;0;10;-1;-;-;-;-;-;;['V_internal_jugular_vein_L_4057'];['V_common_facial_vein_L_4048', 'V_internal_jugular_vein_L_4059']
V_internal_jugular_vein_L_4059;3713;3724;5.25359774815;0.396478271721;0.35;0;10;-1;-;-;-;-;-;;['V_internal_jugular_vein_L_4058'];['V_inferior_petrosal_sinus_L_4055', 'V_sigmoid_sinus_L_4069']
V_lateral_anterior_condylar_vein_L_4060;3728;3724;3.14297141742;0.171;0.171;0;10;-1;-;-;-;-;-;;['V_suboccipital_sinus_L_4073'];['V_inferior_petrosal_sinus_L_4055', 'V_sigmoid_sinus_L_4069']
V_marginal_sinus_L_4061;3729;3706;5.47695676887;0.04;0.04;0;7;-1;-;-;-;-;-;;['V_occipital_sinus_C_4064'];['V_basilar_plexus_1_L_4042']
V_maxillary_vein_L_4062;3730;3731;3.18896646484;0.175;0.175;0;9;-1;-;-;-;-;-;;['V_retromandibular_vein_L_4068'];[]
V_occipital_emissary_vein_L_4063;3732;3715;1.01865822973;0.05;0.05;0;8;-1;-;-;-;-;-;;['V_occipital_vein_L_4065'];['V_confluence_of_sinuses_C_4050']
